ID в ИС ГТИБД,Название,Название (англ.),Адрес,Телефоны,Сайт,Электронная почта,Кухня,Доступно для людей с ограниченными возможностями,Геопозиция
19256,Beer House,Beer House,"Савушкина, 143 к1",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.989412,30.202111"
19257,Beer House,Beer House,"Чайковского, 38",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.946658,30.3584641"
19258,Beer House,Beer House,"Марата, 2",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.931259,30.35576099999999"
19259,Beer House,Beer House,"​Бронницкая, 4",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.9166294,30.3206303"
19260,Beer House,Beer House,"​Московский проспект, 216",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.84873899999999,30.322209"
19261,Beer House,Beer House,"​Варшавская, 23 к3",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.8688174,30.311372"
19262,Beer House,Beer House,"​Менделеева бульвар, 11 к2",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"60.0512629,30.427542"
19263,Beer House,Beer House,"Гражданский проспект, 36",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"60.0107888,30.3939807"
19264,Beer House,Beer House,"​Новаторов бульвар, 11",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.8501211,30.2683757"
19265,Beer House,Beer House,"​Ленсовета, 90",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.83237399999999,30.3510431"
19266,Beer House,Beer House,"​Пятилеток проспект, 2",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.919659,30.465274"
19267,Lounge Room на Пяти углах,Lounge Room,"​Загородный проспект, 11",+7 (812) 561‒63‒87,lounge-room.ru,обратная связь через сайт,"LoungeRoom – это сеть кальянных заведений, расположенных в самом центре Санкт-Петербурга. Барная история и авторская кухня поразит своим разнообразием и индивидуальностью.",нет,"59.92657449999999,30.3430454"
19268,Lounge Room на Невском,Lounge Room,"​Садовая, 11",+7 (812) 561‒61‒58,lounge-room.ru,обратная связь через сайт,"LoungeRoom – это сеть кальянных заведений, расположенных в самом центре Санкт-Петербурга. Барная история и авторская кухня поразит своим разнообразием и индивидуальностью.",нет,"59.93544899999999,30.3352363"
19269,Хачапури Тетушки Марико,Hachpuri by Auntie Mariko,"​Малая Садовая, 3/54",+7‒911‒920‒72‒90,vhachapuri.ru,spb@vhachapuri.ru,ресторан грузинской кухни,нет,"59.9345442,30.3372204"
19270,Хачапури Тетушки Марико,Hachpuri by Auntie Mariko,"Сенная площадь, 5",+7‒911‒920‒59‒89,vhachapuri.ru,spb@vhachapuri.ru,ресторан грузинской кухни,нет,"59.92765139999999,30.3179715"
19271,Моллис Мьюз,Mollie`s Mews,"Ул. Б. Конюшенная, 5",+7 (812) 571 51 71,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.9403952,30.3238216"
19272,Моллис,Mollie`s Pub,"​Рубинштейна, 36",+7 (812) 570 37 68,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.9277917,30.3435614"
19273,Офис Паб,The Office Pub,"Казанская, дом 5",+7 (812) 571-54-28,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.933738,30.3207169"
19274,Молли Шелтер,Molly Shelter,"Итальянская, 29",+7 (812) 315 47 54,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.93542649999999,30.3408755"
19275,Молли,Molly,"Комендантский пр., 11",+7 (812) 600 12 10,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"60.00254899999999,30.267263"
19276,Молли Салливан,Molly Sullivan,"П.С., Большой пр., 35",+7 (812) 677 18 76,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.9593611,30.3018595"
19277,F&C Новосмоленская,F&C,"​Новосмоленская набережная, 1",+7 (812) 984-71-72,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.9502722,30.2220774"
19278,Молли Айленд,Molly Island,"​Морская набережная, 15",+7 (812) 414-999-6,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.93971729999999,30.2107488"
19279,Бристоль,Bristol Pub,"Марата, 36-38",+7 (812) 655-66-36,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.9256498,30.352602"
19280,Фish & Chips II,F&C,"Восстания, 34","+7‒963‒345‒71‒12
+7 (812) 719‒87‒42",www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.9410454,30.3603677"
19281,Молли Мэлоун,Molly Malone,"Энгельса проспект, 133 к1",+7 (812) 296‒02‒29,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"60.049098,30.334208"
19282,Молли О Брайан,Molly O`Brian,"Ленинский пр., 87, корп. 1",+7 (812) 364‒35‒99,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.8552901,30.204276"
19283,Холи Молли,Holy Molly,"Проспект Славы, 40",+7 (812) 361‒60‒97,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.85499530000001,30.371446"
19284,НеМоллис,NeMollie's,"Английская ул., 2, Кудрово",+7 (812) 655‒65‒85,www.molly.su,angelica-z@yandex.ru,"Сеть пивных баров и пабов Mollie’s в СПб – это ароматное пиво, комфорт, мягкое световое оформление, отменные блюда и непередаваемая атмосфера.",нет,"59.90335760000001,30.5220378"
19285,СТЕЙК ДАВАЙ,#steakdavay,"​Большой проспект П.С., 56",+7 (812) 233‒67‒09,http://steakdavay.ru/,-,"В меню ресторанов ""Стейк Давай"" более 15 видов стейков, среди которых каждый истинный ценитель мяса найдет себе вариант по душе!",нет,"59.96077340000001,30.303355"
19286,СТЕЙК ДАВАЙ,#steakdavay,"Брантовская дорога, 3",+7 (812) 455‒47‒49,http://steakdavay.ru/,-,"В меню ресторанов ""Стейк Давай"" более 15 видов стейков, среди которых каждый истинный ценитель мяса найдет себе вариант по душе!",нет,"59.93952720000001,30.4164704"
19287,СТЕЙК ДАВАЙ,#steakdavay,"Московский проспект, 157",+7 (812) 388‒58‒55,http://steakdavay.ru/,-,"В меню ресторанов ""Стейк Давай"" более 15 видов стейков, среди которых каждый истинный ценитель мяса найдет себе вариант по душе!",нет,"59.870613,30.319662"
19288,СТЕЙК ДАВАЙ,#steakdavay,"​Славы проспект, 30 к1",+7‒965‒035‒00‒95,http://steakdavay.ru/,-,"В меню ресторанов ""Стейк Давай"" более 15 видов стейков, среди которых каждый истинный ценитель мяса найдет себе вариант по душе!",нет,"59.85815290000001,30.38645289999999"
19289,СТЕЙК ДАВАЙ,#steakdavay,"Пулковское шоссе, 25 к1",+7 (812) 449‒34‒08,http://steakdavay.ru/,-,"В меню ресторанов ""Стейк Давай"" более 15 видов стейков, среди которых каждый истинный ценитель мяса найдет себе вариант по душе!",нет,"59.8195904,30.3166864"
19290,СТЕЙК ДАВАЙ,#steakdavay,"Фучика, 2 лит А",+7‒969‒706‒52‒35,http://steakdavay.ru/,-,"В меню ресторанов ""Стейк Давай"" более 15 видов стейков, среди которых каждый истинный ценитель мяса найдет себе вариант по душе!",нет,"59.8763907,30.3592157"
19291,Glasses of wine,Glasses of wine,"​Академика Павлова, 6 к1",+7‒981‒181‒95‒13,https://vk.com/glassesofw,glassesofwine@rambler.ru,"Более 40 наименований в винной карте, оригинальные авторские коктейли, избранные блюда от влюблённого в своё дело шеф-повара и всегда лёгкая, приветливая атмосфера — это Glasses of wine.",нет,"59.9766669,30.3164991"
19292,Tone,Tone,"​Московский проспект, 62",+7 (812) 316‒04‒22,tonespb.ru,admin@tonespb.ru,"Один из наиболее аутентичных грузинских ресторанов в городе. Здесь всем занимается настоящий грузинский шеф-повар, а главная местная достопримечательность — это тонэ, традиционная печь.",нет,"59.9081673,30.3192955"
19293,Квеври,Kvevri,"Измайловский проспект, 19",+7 (812) 251‒39‒06,triton-restoran.ru,pr@triton.su,Семейный ресторан грузинской кухни,нет,"59.9120886,30.3068412"
19294,Коза Дереза. Море,Koza Dereza,"Приморский проспект, 72",+7 (812) 456‒80‒80,https://kozaderezapub.ru/,more@kozaderezapub.ru,"Открытая кухня ресторана «Коза Дереза» находится во власти концепт-шефа сети, маэстро Фабрицио Фатуччи, легенды итальянской и российской гастрономии.",нет,"59.9828692,30.2628218"
19295,Коза Дереза.Три,Koza Dereza,"Ленинский проспект, 100 к1",+7 (812) 456‒89‒89,https://kozaderezapub.ru/,tri@kozaderezapub.ru,"В ресторане акцент сделан на авторской кухне, гриле и свежих морепродуктах. При входе в зал расположился аквариум с морской водой, прямиком из которого мидии и устрицы попадают на стол к гостям.",нет,"59.8531514,30.2198559"
19296,Коза Дереза,Koza Dereza,"​Славы проспект, 43/49",+7 (812) 403‒20‒40,https://kozaderezapub.ru/,info@kozaderezapub.ru,"В нашем меню есть приятные гастрономические эксперименты и, конечно, всеми любимая классика. Например, цыпленок, покрытый аппетитной корочкой, приготовленный на гриле.",нет,"59.8581259,30.390613"
19297,7SKY,7SKY,"​Ковенский переулок, 5","+7 (812) 401‒47‒45
+7‒921‒872‒52‒55
+7‒911‒082‒88‒48",spb7sky.ru,karaokeklub7sky@mail.ru,Караоке клуб с европейской кухней,нет,"59.9372552,30.3554995"
19298,Ревень,Reven,"Набережная канала Грибоедова, 36",+7 (812) 988‒81‒81,ревень.рф,dizzyadm@gmail.com 9210913636@gmail.com,"Европейская, кальян",нет,"59.93043600000001,30.3225269"
19299,Таверна на Карпинского,Tavern on Karpinskogo,"Карпинского, 16а",+7 (812) 943‒53‒91,http://nakarpinskogo.ru/,semenchenkoen1@gmail.com,"Пивоварня в Санкт-Петербурге «Таверна на Карпинского» – это отличное уютное место, где можно насладиться качественным свежесваренным пивом.",нет,"60.0051063,30.4191693"
19300,Liman,Liman,"Восстания, 33",+7‒981‒690‒90‒00,liman-spb.ru,liman.restspb@gmail.com,Итальянская кухня,нет,"59.938512,30.3607151"
19301,Liman,Liman,"​Ланское шоссе, 13",+7‒981‒125‒38‒80,liman-spb.ru,liman.restspb@gmail.com,Итальянская кухня,нет,"59.990528,30.305585"
19302,Liman,Liman,"Марата, 67",+7 (812) 314‒78‒40,liman-spb.ru,liman.restspb@gmail.com,Итальянская кухня,нет,"59.9212249,30.3439761"
19303,Liman,Liman,"Захарьевская, 27",+7 (812) 579‒54‒77,liman-spb.ru,liman.restspb@gmail.com,Итальянская кухня,нет,"59.94750800000001,30.359948"
19304,Rock Star Cafe,Rock Star Cafe,"​Большая Морская, 6",+7 (812) 309‒88‒83,rockstarcafe.ru,rock@rockstarcafe.ru,"Широкий выбор разливного свежего пива, огромный спектр крепких напитков, фирменные коктейли, настойки и наливки, отличная европейская и русская кухни, современное оборудование и видеоклипы легендарных банд за последние полвека.",нет,"59.93722199999999,30.3179679"
19305,Посиделки,Posidelki,"Светлановский проспект, 115 к1",+7 (812) 946‒90‒26,https://vk.com/posidelki.rest,9469026@mail.ru,"Небольшой, уютный ресторанчик в северной части города с хорошей атмосферой, где можно попробовать
различные блюда европейской, итальянской и русской кухни.",нет,"60.04265880000001,30.4022752"
19306,Мисо,Miso,"Наличная, 15 к1",+7 (812) 356‒54‒01,-,restoran_miso@mail.ru,"Типичный ресторан японской кухни со сдержанным интерьером. В меню большой выбор роллов и лапши, есть блюда китайской и тайской кухни.",нет,"59.93256659999999,30.2365414"
19307,Мисо,Miso,"​Суворовский проспект, 15",+7 (812) 271‒59‒67,-,restoran_miso@mail.ru,"Типичный ресторан японской кухни со сдержанным интерьером. В меню большой выбор роллов и лапши, есть блюда китайской и тайской кухни.",нет,"59.93485399999999,30.3711729"
19308,Мисо,Miso,"Московский проспект, 48",+7 (812) 317‒82‒74,-,restoran_miso@mail.ru,"Типичный ресторан японской кухни со сдержанным интерьером. В меню большой выбор роллов и лапши, есть блюда китайской и тайской кухни.",нет,"59.911357,30.3185781"
19309,Кореана,Koreana,"​Испытателей проспект, 37",+7 (812) 926‒27‒60,koreana-spb.ru,delivery.koreana-spb.ru,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"60.007555,30.2647351"
19310,Кореана,Koreana,"Гороховая, 17",+7 (812) 312‒27‒60,delivery.koreana-spb.ru,koreana-spb.ru,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"59.9317976,30.3168735"
19311,Кореана light,Koreana light,"​Средний проспект В.О., 11",+7‒981‒826‒76‒78,www.koreanalight.ru,koreana.light@gmail.com,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"59.9453851,30.2840117"
19312,Кореана light,Koreana light,"Невский проспект, 95",+7‒911‒906‒07‒76,www.koreanalight.ru,koreana.light@gmail.com,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"59.9300835,30.3663797"
19313,Кореана light,Koreana light,"Лиговский проспект, 87",+7‒965‒010‒19‒61,www.koreanalight.ru,koreana.light@gmail.com,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"59.9242275,30.3557254"
19314,Кореана,Koreana,"Сикейроса, 11 к1",+7 (812) 296‒45‒63,koreana-spb.ru,delivery.koreana-spb.ru,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"60.034641,30.329722"
19315,Кореана,Koreana,"Варшавская, 23 к1",+7 (812) 915‒42‒26,koreana-spb.ru,delivery.koreana-spb.ru,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"59.8688174,30.311372"
19316,Кореана light,Koreana light,"Пулковское шоссе, 25 к1",-,www.koreanalight.ru,koreana.light@gmail.com,"На протяжении шести лет мы готовим блюда корейской кухни, сохраняя её аутентичность, но при этом немного адаптируя вкус.
Они не такие острые, как в оригинальной рецептуре, но в то же время достаточно пикантные и яркие.",нет,"59.8195904,30.3166864"
19317,FRANK,FRANK,"​Большой проспект П.С., 35а",+7 (812) 602‒52‒62,frankmeat.ru,frank9256525@gmail.com,"Frank — это Петербургская сеть мясных ресторанов, где основным блюдом являются ребрышки bbq.",нет,"59.95949219999999,30.3023455"
19318,FRANK,FRANK,"Рубинштейна, 29/28",+7 (812) 602‒52‒62,frankmeat.ru,frank9312012929@gmail.com,"Frank — это Петербургская сеть мясных ресторанов, где основным блюдом являются ребрышки bbq.",нет,"59.9266927,30.3421492"
19319,FRANK,FRANK,"Московский проспект, 175",+7 (812) 602‒52‒62,frankmeat.ru,frank.msk175@gmail.com,"Frank — это Петербургская сеть мясных ресторанов, где основным блюдом являются ребрышки bbq.",нет,"59.860369,30.32022"
19320,Nem Nem,Nem Nem,"Лиговский проспект, 57-59",+7‒965‒777‒38‒38,nem-nem.ru,restaurant.nemnem57@gmail.com,"NemNem — вьетнамский аромат в сердце Санкт-Петербурга. Расположенный в самом сердце города Санкт-Петербурга, он привнести красоту вьетнамского пространства и кухни в сердце прекрасного города Санкт-Петербурга.",нет,"59.9283825,30.3585884"
19321,Restopub Finnegan`s,Restopub Finnegan`s,"​Талалихина переулок, 5",+7 (812) 337‒57‒55,finnegans.ru,finnegans@yandex.ru,Restopub Finnegan’s – это место которое впитало в себя всё лучшее и при этом осталось собой. Более 100 позиций в меню и тысячи довольных гостей!,нет,"59.9513799,30.2973718"
19322,Restopub Finnegan`s,Restopub Finnegan`s,"​Московский проспект, 192",+7 (812) 337‒57‒55,finnegans.ru,finnegans@yandex.ru,Restopub Finnegan’s – это место которое впитало в себя всё лучшее и при этом осталось собой. Более 100 позиций в меню и тысячи довольных гостей!,нет,"59.8644799,30.3212678"
19323,Вилка,Fork,"Планерная, 59",+7 (812) 389‒28‒28,vilka2x2.ru,restovilka@gmail.com,"Ресторан завоюет сердца многих не только своим гостеприимством, но и изысканностью блюд. Наше меню содержит самые достойные блюда грузинской и европейской кухни.",нет,"60.02233009999999,30.2252778"
19324,BUTCHER,BUTCHER,"​Парковый проезд, 5",+7‒952‒373‒11‒22,https://vk.com/butcher_srt,butcher.srt@gmail.com,Вкуснейшие бургеры из мраморной говядины.,нет,"60.1471359,30.2162594"
19325,Омманэ,Ommane,"Гороховая, 3",+7 (812) 571‒69‒49,www.ommane.ru,mamenaspb@gmail.com,РЕСТОРАН КОРЕЙСКОЙ КУХНИ,нет,"59.9358417,30.3106252"
19326,ART LAB MEDOVARUS,ART LAB MEDOVARUS,"​Мучной переулок, 5","+7 (812) 930‒70‒10
+7‒921‒930‒70‒10",http://www.medovarus.ru/news/bar-art-lab-medovarus/,https://vk.com/medovaruslab,"“Арт Лаб Бар” - это творческая лаборатория для  всех, кто любит искусство во всех его проявлениях!
Мы предлагаем попробовать наши фирменные напитки в сочетании с самыми вкусными блюдами.",нет,"59.92998309999999,30.3224235"
19327,SOVA Art-Prostranstvo,SOVA Art-Prostranstvo,"​Загородный проспект, 42",+7‒981‒766‒62‒22,sovaspb.ru,bablo@mail2k.ru,"Креативное меню
Оригинальная и вкусная подборка европейских блюд",нет,"59.92347369999999,30.3359015"
19328,Sova Extra Lounge,Sova Extra Lounge,"Стачек проспект, 72",+7‒981‒791‒77‒77,sovaspb.ru,bablo@mail2k.ru,"Креативное меню
Оригинальная и вкусная подборка европейских блюд",нет,"59.878488,30.26241"
19329,ТОКИО-CITY,TOKYO-CITY,"Невский проспект, 60","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.9343689,30.3393405"
19330,ТОКИО-CITY,TOKYO-CITY,"Сенная площадь, 7","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.92753,30.3176269"
19331,ТОКИО-CITY,TOKYO-CITY,"Невский проспект, 90-92 лит А","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.932393,30.35227209999999"
19332,ТОКИО-CITY,TOKYO-CITY,"Большая Морская, 31","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.9336151,30.3112739"
19333,ТОКИО-CITY,TOKYO-CITY,"Чайковского, 18","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.94703849999999,59.94703849999999"
19334,ТОКИО-CITY,TOKYO-CITY,"Сизова проспект, 9","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"60.0043106,30.2734953"
19335,ТОКИО-CITY,TOKYO-CITY,"Александра Невского площадь, 2","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.92453,30.3862459"
19336,ТОКИО-CITY,TOKYO-CITY,"Дальневосточный проспект, 9","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.912259,30.437818"
19337,ТОКИО-CITY,TOKYO-CITY,"8-я линия В.О., 45","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.941892,30.2772439"
19338,ТОКИО-CITY,TOKYO-CITY,"Революции шоссе, 8а","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.95979010000001,30.4138685"
19339,ТОКИО-CITY,TOKYO-CITY,"Нахимова, 26","+7 (812) 677‒1000
служба доставки - пн-вс 9:00-2:50
+7 (812) 612‒24‒90",www.tokyo-city.ru,info@tokyo-city.ru,"Токио-Сити – это современные городские рестораны с универсальной кухней. В нашем меню переплетаются элементы японской, итальянской, восточноевропейской, китайской и других кухонь. Меню Токио-Сити насчитывает более 500 блюд и напитков.",нет,"59.938863,30.221232"
